name,country,date,review_score,review_header,review_body
hao li,US,"Oct 19, 2024",5,I made a mistake that I didn't realize,"I made a mistake that I didn't realize. when I found there was something wrong, I created a ticket, and they helped me efficiently and timely。"
Bishwajit Adhikary,BD,"Oct 18, 2024",5,DigitalOcean is a top choice for…,"DigitalOcean is a top choice for developers, offering affordable cloud solutions with a user-friendly interface. Their droplets provide reliable performance, scalability, and excellent documentation, making it easy to deploy and manage applications. Perfect for startups and small businesses!"
Wan Umair,MY,"Oct 16, 2024",5,Very great and helpful,
Mostafizur Rahman Shohan,BD,"Oct 14, 2024",5,Fast and supportive customer service,Great customer service
trinity.matrix.offical,PS,"Oct 13, 2024",1,technically services was perfect,"technically services was perfect, but unable to create support ticket (An error has occurred Response not successful: Received status code 503), problems with payment too (taking from card 20% more)."
Walker AWBW,US,"Oct 12, 2024",5,"Quick, Helpful, Efficient","The support team responded to me quickly with a friendly and helpful answer. They provided more detail than I expected, which helped me understand the causes for the issue and potential ways to resolve it in the future. In addition, they immediately resolved the issue for me. I did not expect such quick, efficient, and friendly customer service, and the experience has given me a really good impression of DigitalOcean and their team."
Mr Alien,TR,"Oct 11, 2024",5,Good customer support in a reasonable…,Good customer support in a reasonable amount of time. Nice instant feedback with AI responses.
Michal Huvar,CZ,"Oct 11, 2024",5,DigitalOcean has very good user…,DigitalOcean has very good user interface and documentation. It is easy for developers to work with DigitalOcean resources. Also the support is very good and quick.
Timothy P. Dunphy,US,"Oct 10, 2024",5,Prompt and courteous service resolving…,Prompt and courteous service resolving my situation.
Somery Van,KH,"Oct 10, 2024",5,Great Support Team,We are appreciate the excellent from support team for there responsive and speedy response to the Ticket.
customer,KH,"Oct 9, 2024",5,Fast Response,Fast Response with clear explaination.
Shawn Ostermann,US,"Oct 8, 2024",5,Lost access to account email for verification,"I had to reset my account because the email address I used was no longer accessible. Their automated process was very thorough and requested an appropriate amount of information as proof of identity, but the human-assessment of that info still happened in just a few hours. I got back in and got things fixed!"
Kenneth,SE,"Oct 8, 2024",5,Been there for years,"Been there for years, very happy with their support"
Juan F,MX,"Oct 7, 2024",5,I had a problem,"I had a problem, and the support team was able to help me right away, info provided was clear and once i provided the info they acted really fast"
Nikita Kurpas,GE,"Oct 7, 2024",5,Very generous starter package & great tech support.,Very generous starter package suitable for learners and tech support was very informative and straight to the point when I had a problem.
Dion Priyandiono,ID,"Oct 6, 2024",5,DO provided me with the perfect…,DO provided me with the perfect solution to recover my account.
Alexander,RU,"Oct 5, 2024",5,Great job,Great job! Fast and to the point
GranitLaughter,US,"Oct 5, 2024",4,I Rarely Give 5-Stars - So 4-Stars is Great! Try Digital Ocean!,I really like their service. That's no lie. I do not think I have ever needed to contact their customer support. Their technical documentation is very thorough and seemingly complete. I would recommend their service to anyone with the technical savvy to create a 'virtual machine' and build a LAMP system from scratch. Do consider using Digital Ocean.
Rotimi,NG,"Oct 4, 2024",5,I had deleted some droplets on the same…,"I had deleted some droplets on the same day my free credits were to expire, then got charged for them. Apparently, the credits usually expire at 0000 UTC of the day they're billed to. However, the customer support team were understanding and cleared the 7 hours worth of droplets I was billed."
BC,NL,"Oct 4, 2024",5,Responsive and attentive customer care,Very responsive and attentive customer care. Patient despite my limited knowledge.
Nandeesh,IN,"Oct 4, 2024",5,Outstanding Service and Reliability!,"DigitalOcean has been fantastic for my hosting needs. The platform is incredibly easy to use, even for someone with basic technical skills. Their Droplets are fast, reliable, and cost-effective, making it perfect for small projects or scaling up when needed. The documentation can be improved. I also love their flexible pricing, which allows me to control my costs. Overall, DigitalOcean offers excellent performance, great support, and unbeatable value. Highly recommend it for anyone looking for a reliable cloud provider!"
okan sumer,TR,"Oct 3, 2024",5,Quik and want help customer,Quik and want help me.worrking stuff
Anas Shahid,PK,"Oct 3, 2024",5,Issue regarding payment,"I had an issue regarding payment. I created the ticket for support and was able to resolve the issue within the same day. The support team was very quick and accurate in their responses and helped me quickly resolve the issue. I haven't yet used the platform's other services yet but, I'll be happy to share my reviews there as well."
Anthony Kolade,GB,"Oct 3, 2024",5,Very swift response and my issue raise…,Very swift response and my issue raise was resolved with additional suggestions provided. I am very happy with the outcome and certainly very impressed. Anthony K
Gerald Lerman,US,"Oct 3, 2024",5,Quick replies from support that felt more like getting help from a coworker,Quick replies from support. They clearly wanted to give the information and help. The dialogue was professional. It felt more like talking to a coworker to get the information than a support person. Just an enjoyable conversation with someone who knew the information and really wanted to help. It was great!
Sellbery Support Crew,US,"Oct 1, 2024",5,Excellent service and user-friendly platform,"Our experience with DigitalOcean has been very positive. The service is reliable and user-friendly, which has greatly facilitated our migration process. The platform offers excellent performance and stability, meeting all our technical requirements. Additionally, the customer support has been responsive and helpful whenever we’ve had questions or needed assistance. Overall, we’re very satisfied with the good service provided by DigitalOcean."
Tim,GB,"Sep 29, 2024",5,Excellent customer support,I have been using Digital Ocean for years. They have always had great docs and great products. I recently had some account issues and the customer support team were also fantastic
David Orchard,GB,"Updated Oct 8, 2024",1,More effort chasing 10¢ than helping with support,"Digital Ocean has spent more time and effort chasing me for 10¢ (literally) than helping with the questions I've had about projects and infrastructure. When I needed technical guidance on a project, the reply from my ""account manager"" was basically ""you can order services here.."". A warning to anyone else: if you cancel your services with them, add-ons for those services are not cancelled. The technical services are great but completely let down by the complete lack of help and support. Update (following their understanding reply here): DO are now threatening to refer my 10¢ debt to a debt collection agency. @DigitalOcean: I didn't have a ticket number. My account manager emailed asking what I needed help with. That was the sum of his reply. It makes no difference now as I've moved to another provider."
Mạnh Thế,VN,"Sep 28, 2024",1,waste time,my account has been locked after signup
Lionel,FR,"Sep 26, 2024",5,Support was fast and professionnal,I had an issue on a database. Digital Support's team handle it in a professionnal way and did a great job solving my issue.
Aleksandar,RS,"Sep 25, 2024",5,Process to register at platform,"For now, I access today to my new account and I will serach for how-to guidances and user manual to see what Digital Ocean offer for clients."
Qomek App,KZ,"Sep 25, 2024",5,Stable Hosting,I liked the design and simplicity of the site and the nice prices Also the techincal support answers very short time!
Sagar,DE,"Sep 23, 2024",5,Timely and Accurate Response,The company support team were quick to respond and resolve the queries. I had just signed up for the cloud service and I was not sure if the query will be responded on time. To my surprise it was responded and it also resolved my quries.
Daniel Oliveira Nascimento,BR,"Sep 22, 2024",5,"Quickly, good treatment and good solutions",I was answered quickly and I was very well treated.
John Rothschild,US,"Sep 22, 2024",5,Quick and understandable.,Quick and understandable. Others should be this professional.
Meng Hok,KH,"Sep 21, 2024",5,Simple Solution,"Simple Solution, Clear Explaination"
Laura Prylypko,UA,"Sep 20, 2024",1,My account has been locked after…,"My account has been locked after signup. After few times they unlocked them, but after creation of virtual machines they locked account again and don't want to unlock them. Provider is really bad. My time wasted Ticket number is #09444869 I can't recommend this company for serious company. Better to use OVH Cloud or Hetzner"
MICHAEL S,US,"Sep 20, 2024",5,They do great work,
AbdulRahman Al Hunaif,KW,"Sep 19, 2024",5,Great support team,"Great support team, they were able to assist me step by step in troubleshooting my issue."
Gregory Sherman,US,"Sep 19, 2024",5,[BILLING CODE]©[4337-15-P],[BILLING CODE]©[4337-15-P] [245A2100DD/AAKC001030/A0A501010.999900] [Billing code]©[3295-F7-P]
Eric Manuel Pareja,PH,"Sep 18, 2024",5,Prompt and detailed response to issues…,Prompt and detailed response to issues filed was very helpful. Resolution of issue was quick. I've been a customer since 2014 and have had very few problems with Digital Ocean. The flexibility and variety of options for self-service make it so much easier to try and deploy things without too much friction.
Ivan,NL,"Sep 17, 2024",2,Support is very slow to answer and…,Support is very slow to answer and difficult to reach. I disabled some paod parts of my app and was still getting billed. I contacted support and in the end they deleted my account. Wouldn’t recommend.
Ali,GB,"Sep 16, 2024",5,Efficient Customer Support,"Quick, easy, and fantastic customer support! My issue was resolved in no time, and the process was seamless. Highly responsive and helpful team. Couldn't be happier!"
John,NG,"Sep 15, 2024",5,"Timely, respectful & intentional",I was really impressed with Digital Ocean's response time and resolution. I am now even more confident that my team will be moving forward with their services.
ny,FR,"Sep 15, 2024",5,I had an issue wity my account…,"I had an issue wity my account activation and the support was one of the quickest to reply i have seen so far. They were able to help me with my account re-activation, it was a very smooth process."
Bram,NL,"Sep 14, 2024",1,Claim <24 hours reply on your support…,Claim <24 hours reply on your support ticket its been 72 hours....
Duc Duc,KR,"Updated Sep 16, 2024",4,My credit card is leaked and the speed…,My credit card is leaked and the speed of VPS is too slow as well as often disconnect. Update: The support team helped me recover my account. I am going to change rates from 1 to 4.
Abu Islam,CH,"Sep 13, 2024",5,Fast reply and support,
Georgy,CY,"Sep 12, 2024",5,Fast reply and great support,
Gbolade Ogunfowote,NG,"Sep 12, 2024",1,Your account gets locked immediately…,Your account gets locked immediately after you create it. This has happened to me several times.
zoo development,UY,"Sep 12, 2024",5,It is a very attentive company,"It is a very attentive company, it provides solutions quickly and effectively. The customer service employees are friendly, know what they are talking about and satisfactorily resolve problems or queries."
EAMS LIMITED,KE,"Sep 12, 2024",5,Timely response and satisfactory assistance.,"Timely response and satisfactory assistance, with helpful guidance whenever needed. Thank you DigitalOcean, keep it up!"
WebEditor,GB,"Sep 11, 2024",1,"Repetitive ""guest"" access from DigitalOcean IPs","Constantly noticing repetitive ""guest"" access from DigitalOcean IP addresses on our forum access screen. Constantly having to update our blocked IP address lists as we have no idea what these access attempts are or why but I can only assume they are hosting searchbots or scanning software for AI companies."
David Ariñez,ES,"Sep 10, 2024",5,"Fast, efficient and friendly technical support","I contacted DigitalOcean's technical support regarding some issues with my cloud server migration. Based on past experiences with other cloud providers, I didn’t expect much. However, I was pleasantly surprised by their prompt and friendly response, along with clear instructions to follow. Solving the problem required some patience due to DNS propagation. Not only was the initial response excellent, but they also followed up on the issue until it was fully resolved. It was an amazing experience that truly exceeded my expectations."
J Talk to,BR,"Sep 10, 2024",5,Fast and efficient support service,
Tim,CA,"Sep 10, 2024",5,Quick resolution.,
Ls,US,"Sep 9, 2024",5,Great support,Support team was very quick with responding and helping out with my activation issues.
Erik Andabayev,KZ,"Sep 7, 2024",5,They will always help youI had a problem with a payment,"I had a problem with a payment, the problem was with my bank, they responded quickly and gave me advice on how I can do it differently. Everything worked out. This company attracts me with its very responsive support and willingness to help its customers."
Bill Wynne,US,"Sep 6, 2024",5,Not a single complaint,Not a single complaint. Have hosted with them for over 4 years now.
Zack Alger,US,"Sep 6, 2024",5,Great support and a great product,Great support and a great product. Been using droplets for years.
Anushka Narsima,IN,"Sep 6, 2024",5,Overall easy setup & working droplet,Setup required tickets for account opening & credits but they responded quickly and it all worked out. Setup of droplet was easy by following their article.
Farhan Sajid,BD,"Sep 5, 2024",5,Possibly the easiest and best platform…,Possibly the easiest and best platform for hosting my project
Cathy B,CA,"Sep 5, 2024",5,Prompt Response and Extremely Helpful,I had quite a unique situation and needed support to get it resolved and the customer care associate was phenomenal! Actually cared about my dilemma and did whatever they could to help me resolve it! Truly appreciate the customer support.
Asadbek Turgunov,UZ,"Sep 4, 2024",5,Good servers and good support,
Eldar Zeinalov,LV,"Sep 4, 2024",5,Great company,Very satisfied with the DigitalOcean. The best service in the industry. Very reliable servers at a very good cost. Highly recommend everyone.
research-it,CH,"Sep 4, 2024",5,True Open Source Spirit,"True Open Source Spirit The services are professional, support very helpful and also there is a true Open Source Spirit visible. Very well documented and use of FOSS all the way! Definitely the way to go!"
Ivalin Venkov,BG,"Updated Sep 17, 2024",5,Fast and reliable,"I was having connectivity issues and reached out to the DigitalOcean support, they replied fast and the provided me with great assistance which helped me to resolve the issue. Great service. I fully recommend."
keeoner,PT,"Sep 2, 2024",5,Very fast and accurate support,The response to the support request was very quick and the resolution was very accurate.
agency management,EG,"Sep 1, 2024",5,Good support solved my issue with no time,
Eric Ross raoulbtc,US,"Sep 1, 2024",5,quick response,"quick response, simple solution for the issue i was having"
Ola Hughson,PL,"Aug 31, 2024",5,<3 Good and professional and helpful,
Kiat Tree,TH,"Aug 29, 2024",5,They provide support beyond what I…,They provide support beyond what I expected. Their service is great.
Cyndesis E.E.,GR,"Aug 28, 2024",5,The company offers extremely fast and…,"The company offers extremely fast and safe customer services! Moreover, the services offered are quite good and I highly recommend them."
marko schemionek,IE,"Aug 28, 2024",5,Fast response,"Fast response, accurate help, and very friendly. Top class !!"
sajan jeya,IN,"Aug 27, 2024",5,It was a quick response from team,The ticket was responded real quick
Dinesh Apte,IN,"Aug 27, 2024",5,Prompt resolution of domain related issue,I was struggling with adding a subdomain to a different application. The support team guided me and resolved the issue within 2 hours. They understood the issue without a need for to and fro communications. The team is knowledgeable and turns around quickly.
DNTA Esq.,GH,"Aug 27, 2024",5,Digital Ocean Support is Swift,"Digital Ocean Support is Swift, the Response is Practical and Resolves Concerns as Expected. Highly Recommended."
Umer Afzaal,PK,"Aug 27, 2024",5,I initially had concerns about a preauthorization charge when setting up my DigitalOcean account.,"However, their support team, especially Mr. Amad, quickly clarified that it was a temporary hold and not an actual charge. The prompt and clear assistance I received was outstanding. I'm highly satisfied with the support and feel confident using DigitalOcean's services. Highly recommend their excellent customer support!"
Nikola Smiljkovic,RS,"Aug 27, 2024",5,Excellent support,
Cameron Kegebein,US,"Aug 26, 2024",5,Quick and excellent response,Quick and excellent response
Jeffrey Carpenter,US,"Aug 26, 2024",5,Fast response time,* Fast response time; less than 24 hours turn around. * Consistent issue resolutions.
Jonathan Giles,US,"Aug 26, 2024",5,Console connect issue corrected,My testing efforts stopped when I could no longer access the console. DO responded responded in a few hours to my email support request. The response included methods to correct the issue and testing I could run if the problem wasn't corrected. Clearing my browser cookies corrected the connect issue.
David Anyatonwu,NG,"Aug 26, 2024",5,Quick response and resolution.,
Marcin Kozlowski,DE,"Aug 26, 2024",5,I have been using DO for more then a…,"I have been using DO for more then a decade. Very modern, reliable, secure and feature rich provider. Not the cheapest one, but found it pioneering the space and being trustworthy/reliable."
Miroslav Draganov,MK,"Aug 26, 2024",5,Support team was fast and clear,"Support team was fast, clear and helpful in their response."
Jacek,PL,"Aug 25, 2024",5,Friendly and helpful support,I have never yet encountered such friendly and helpful support as DigitalOcean has :) Also the services and possibility of integrations between other apps like Ploi are top notch.
Doug M,GB,"Aug 24, 2024",5,Digital Ocean goes far and beyond when…,Digital Ocean goes far and beyond when it comes to helping start-ups like mine. Prices are very competitive and the services are top notch. I strongly recommend using their services.
R A,DE,"Aug 23, 2024",5,Customer service above and beyond the norm,"Great customer service. I was doing a more complex server setup than usual, and their support team helped with all the issues I had; going above and beyond the usual scope of support work."
brgyte apptesting,PK,"Aug 23, 2024",5,Company support is ausome,Company support is ausome. Specially they are not like AWS which takes weeks to contact you back.
Wenura Ravindu,LK,"Aug 22, 2024",5,Quick and friendly Responses,Our team worked with Digitalocean for more than a year and when we needed support they replied us very quickly and friendly. They resolved our problems every time.
Shaun,FR,"Aug 22, 2024",5,BEST VPS Would highly recommend,"Would highly recommend, amazing customer support from them as well. Helped in so many instances resolved all matter exceedingly well and with a humane touch."
Keitel Jovin,HT,"Aug 21, 2024",5,"Reliable, Cheap, User Friendly, Awesome Customer Service","I've been using DigitalOcean since around 2015-2016. The servers and services are cheap for a flexible and performant engineering system. There are many features ready to be used without complex setup, or just setup things from scratch when wanted with full Root access: VPS with plenty of Virtual Images with RAM, Cpu, Disk Size tuning, Managed DB, Load Balancer, Kubernetes, etc. The GUI is very user friendly and the User Experience (UX) is very straight forward, unlike others more obscure ones where you feel lost sometimes. The Customer Service is the best I experienced when you have an issue, you feel real person answers and not just Template, and their response time is too fast for me, cause I often respond back late at my own ticket."
Tony Jonah,IE,"Aug 21, 2024",5,Speedy Response,I was attended to in such a short time that I was not sure that my request was actually the reference point for their feedback. I'm very impressed and grateful for their dedication to customer experience.
alangai,US,"Aug 20, 2024",5,Very excellent service,
Shindi,BR,"Aug 20, 2024",5,Great customer support even for a free…,Great customer support even for a free tier
Sher Dil Qurban,PK,"Updated Aug 20, 2024",5,DigitalOcean,
Kevin,US,"Aug 19, 2024",5,Good fast support,Good fast support! Simple hosting solution with a great support team that is very responsive and helpful.
ismail,MA,"Aug 19, 2024",5,Very helpful.,
Massimo Magnani,IT,"Aug 19, 2024",5,I needed support for a network…,"I needed support for a network connection problem. The guys at Digital Ocean supported me until I could solve the problem. I was in vacation with limited internet access, so I had to delay my interaction by some hours each time, nonetheless the support guys were very quick in giving me the necessary directions to investigate the problem and find the solution."
Francinélio Castro,BR,"Aug 19, 2024",5,Hands Down the Best Customer Support Experience,"DigitalOcean’s customer support is amazing! Every time I’ve reached out, they’ve gotten back to me super fast. I have no worries or anxieties when dealing with them because I know I’m in good hands. They don’t just give quick responses—they really know their stuff and explain things clearly, no matter how complicated the issue might be."
Panupong Chantaklang,TH,"Aug 19, 2024",5,Support staff,"After inform 3 time , finally digital ocean increase my droplet limit from 3 to 8"
Gabriel Rezende,BR,"Aug 18, 2024",5,Customer support experience,"Digital Ocean's team is always quick, welcoming and resolute in dealing with issues."
Gopal Bhandari,NP,"Aug 18, 2024",5,I feel very good experience form…,I feel very good experience form digitalocean services and hosting.
Jon Waite,GB,"Aug 15, 2024",5,Always been really helpful on support…,Always been really helpful on support tickets. Been a great hosting provider for years too.
Jonathan Stephens,US,"Aug 13, 2024",5,Quick response,Quick response. Accurate instructions were provided to resolve my issue. Thanks!
Nelson Nomura,US,"Aug 13, 2024",5,Prompt and courteous,"Prompt, courteous, knowledgeable service"
julia sibax,IT,"Aug 13, 2024",5,Very nice and efficient Support team,"DigitalOcean support team respond quickly, and with a real kindness, they provided me with nice solution for what I asked for"
Vitório Paulo,BR,"Aug 13, 2024",5,Feedback on Digital Ocean's services and customer support.,"I've reached the support and received an almost immediate response. My issue was troubleshooted seamlessly, with efficiency and focus on the user experience. I've just subscribed for Digital Ocean's services and am very satisfied so far. I endorse Digital Ocean for excelence on its provided services and customer support."
Jean Coulin,FR,"Aug 12, 2024",5,Please keep doing such great job !,"It's been few years now that I work with DO. I have nothing to complain about. Nobody's perfect, some issues popped up from time to time but the support has always been fast and understanding : it makes all the difference and build trust in the long run. Also I find the service super easy to use. I kind of love it."
Soham Sen,IN,"Aug 11, 2024",5,support was fast,"support was fast, the helping staff immediately knew the problem, and promptly fixed it. the experience was good for me. the service is no doubt top class."
John Dale,US,"Aug 11, 2024",5,Response time and cordiality.,Response time and cordiality.
sidi,PK,"Updated Aug 16, 2024",1,Terrible support,"Terrible support, you will wait 24-48 hours for reply, system blocked my account for no reason i was registering and then suddenly they locked my account. created support ticket 24 hours has been passed still waiting for reply. this is not the first time it happened with me before when i was handling customers servers Ticket #9306889"
Rival Arya,ID,"Aug 10, 2024",5,great customer service,great customer service. even the technical
Denis Denis,KZ,"Aug 9, 2024",1,They refused to activate my new account…,"They refused to activate my new account with no reason or explanation. I linked my card and provided my real name and address, all good. But support just recommended to look for other service providers. What a nice customer service."
Rafa Ruiz,GB,"Aug 8, 2024",5,It's been years that I belong to DO.,It's been years that I belong to DO. Greatest and simplest service.
David Williams,US,"Aug 8, 2024",5,Swift and effective,
Lam,US,"Aug 8, 2024",5,I was able to get detailed and accurate…,"I was able to get detailed and accurate information to resolve my technical issues. Also the response was pretty fast, even though it was after normal working hours."
Cara Taraborrelli,AU,"Aug 7, 2024",1,They purged all our website data…,They purged all our website data because we were 10 days overdue of a payment. No backups of customer data. Terrible experience. The worst IT service
Titi Myrtezj,AL,"Aug 6, 2024",1,Guys be careful with this company,"Guys be careful with this company, they tell u get 200$ free credit promo, and then prooced to bill you. Just happened with me, i would try another cloud service for sure."
Ali,US,"Aug 6, 2024",5,Excellent,"The pricing is very great and I really like their support and how they solved my problem in a short amount of time. Also, I got a droplet plan and it was very easy to set up and the dashboard has a very user-friendly interface. I really hope they add live chat for support."
Mohamed,CA,"Aug 6, 2024",5,"Simple, cheap, good","Simple, cheap, to the point and they have a surprising number of services I though only AWS had <= My description of DigitalOcean"
José M. Avendaño I.,VE,"Aug 5, 2024",5,great costumer support and prices,always has good documentation and fast customer service. Good prices and products according to my needs with an excellent billing system.
Abyss,US,"Aug 4, 2024",5,Patience and Technically Clear Output Requests,"I got the help I needed on difficult technical questions. It turns out I needed to edit the file '/etc/network/interfaces' on Debian 10 a certain way. My web-based console still shows that my IPV6 address does not work and need to be fixed, but testing with 'ping6 2001:4860:4860::8888' shows that is is indeed working. I think the web-based console is wrong. I have just updated to Debian 11, which does not seem to have fixed it."
TheMeowingNoob,GB,"Aug 3, 2024",5,I absolutely love Digital Ocean,"I absolutely love Digital Ocean, it's fast, easy to launch a VM and plenty of data centers are available. Highly recommend."
Mirko Van Colen,BE,"Aug 3, 2024",5,absolutely love the droplets,"absolutely love the droplets. Even after a rare non responding droplet, support was fast and accurate to help me recover."
rithyxduck,KH,"Aug 2, 2024",5,quick response and friendly,quick response and friendly. responsible for business
Justin Bird,US,"Aug 1, 2024",5,Great customer service,Great customer service. They were very quick to respond and the instructions were detailed and clear.
Andy,US,"Aug 1, 2024",1,"They don't want new customers, or offer support","I used Digital Ocean in the past and wanted to try again for a new business I was launching. Couldn't get past the account creation stage. They blocked sign-up and required me to send them what I was using their services for and links to my social media. Pretty ballsy for a company that doesn't offer 24/7 phone and ticket and live chat support like Linode. Linode sign-up went smooth as butter. They will get my money and services. Linode actually offers the same products at comparable prices, but actually offers 24/7 support across live chat and phone and ticket. You can't contact Digital Ocean except through ticket response. Absolutely trash service by Digital Ocean."
Rami El-Zein,PT,"Aug 1, 2024",5,I am thoroughly impressed with how…,"I am thoroughly impressed with how DigitalOcean handled my refund request. They resolved it seamlessly, which prompted me to explore how our company could collaborate with them. Kudos to DigitalOcean—I highly recommend their services."
Kevin Maynard,GB,"Jul 31, 2024",5,Responding to problem,"They were quick excellent, and very polite in responding to an issuess"
William N Irwin,ZA,"Jul 31, 2024",5,Encounters of the Customer Care kind,"For me personally, customer service is paramount. DigitalOcean shares this philosophy and they mean it. The agent that assisted me was helpful, knowledgeable and answered all of my questions perfectly."
Leonardo Gloria,US,"Jul 30, 2024",5,Super support team,The support answer really and with my problem solved! Amazing service!
Tatiana,US,"Jul 30, 2024",1,Absolute Garbage - Blacklisted IP,"Absolute Garbage. We moved the website to Digital Ocean and they gave us black listed IP address. We can’t whitelist it, because it’s the problem with Digital ocean itself. All emails go to spam, we have never had this issue with other hosting company for 5 years. What a joke!"
Mazhar Ali,DE,"Jul 29, 2024",1,No backup in case of account closure,"I was hosting my blog on a digitalocean droplet for 1 year. I then upgraded my droplet and tried hosting another website (a python based). After a few days i received emails that my droplet is being used for ssh attacks, and before I could check it, they disabled my account and aren't even letting me get my backup saying I am not eligible for it. I mean WHO THE F does that? I was using your service for 1 year, then a third party person does something, where I am a victim, and you not just block me, but don't even give me my data? My blogs of one year are lost, all the SEO i did, all the work I put in. Its just messed up."
Satyanarayana Raju,IN,"Jul 28, 2024",4,Support took 3 to 4 days.,
Jason Joseph Nathan,SG,"Jul 27, 2024",5,We are in different timezones,"We are in different timezones, yet support was prompt and updated to reflect my progress with my issue."
Рустам Пулатов,RU,"Updated Jul 31, 2024",1,After a free trial they've charged $50…,"After a free trial they've charged $50 from my card (I wasn't even using the servers). I texted the support team thinking it's a mistake, they told me that they don't do refunds UPD: Turns out, this website doesn´t allow people to respond to other people´s messages. My ticket number is 09219020. Please check it."
Marielvy Grullón,DO,"Jul 27, 2024",5,Is was good and fast,
Jayson De Ocampo,PH,"Jul 26, 2024",5,Quick ticket response and quality…,Quick ticket response and quality services!
Sandor Barany,DK,"Jul 26, 2024",5,Excellent response time and focussed,"Excellent response time and focussed, competent reactions. Just as it should be..."
AA of CAT,IN,"Jul 25, 2024",5,Fast Tech Support,It is common to run into issues in hosting and related services. I am amazed how quick was Digital Ocean to resolve the last issue we had with one of our servers/ connected account.
Breathing Cyborg,IN,"Jul 23, 2024",5,Excellent support team,"Their support team is very knowledgable, eager to help and patient."
Santhosh Kumar Athaluri,IN,"Jul 23, 2024",5,DO is greatest of all the Vps hosting…,DO is greatest of all the Vps hosting providers
Welfrance Abayan,PH,"Jul 22, 2024",5,fast and helpful,
水木方,CN,"Jul 22, 2024",5,You responded quickly and sincerely,"You responded quickly and sincerely. Dyeing it makes you feel very friendly. It is a big company after all. Although my application was rejected several times, I recognize your company's seriousness and candor. Unfortunately, I just don’t know why I was rejected. I suggest that I explain the reasons to the applicant in the future."
nehtechnine,BA,"Jul 22, 2024",5,Feedback hello .,
Musa Musa,NG,"Jul 21, 2024",5,The response I got was fast and…,"The response I got was fast and accurate, I was expecting a more delayed response considering my plan."
Ben,HK,"Jul 21, 2024",5,Hardworking support team,I can feel their support tried their best to help me resolve the issue by providing fruitful information even my questions was stupid or half lazy
AX,RW,"Jul 20, 2024",5,digital ocena support team on payment [problem],the support team was helpful and open to providing all alternative to the problem
Proia,AR,"Jul 20, 2024",5,It was a quick and agile resolution.,
AW,US,"Jul 20, 2024",5,Quick & thorough customer service team,"DigitalOcean support team was quick to respond and gave a thorough response. Most of the time customer service teams string you along only giving you one bit of info to fix a situation but DigitalOcean gave multiple possible fixes and prepared me for the next step, even though I didn't end up needing it."
Juan J V Garcia,BR,"Jul 19, 2024",5,"Outstanding Service and Fast, Helpful Support","Digital Ocean consistently provides excellent service, ensuring smooth and reliable performance for all my needs. What truly sets them apart is their exceptional customer support. Whenever I require assistance, their team responds quickly and offers clear, helpful solutions. It's a pleasure to work with a service that prioritizes customer satisfaction and efficiency. Highly recommended!"
Paul,CH,"Jul 18, 2024",5,Super Support and Platform,They are always very responsive and helpful. It’s good to cooperate in such a way. The articles they have are also spot on and I’m always searching for digital ocean and the topic in the relevant search criteria to get things effectively done.
Sudhir Dhawle,IN,"Jul 18, 2024",5,Simple and fast,
Mirek Święcicki,PL,"Jul 18, 2024",5,a very comprehensive and quick answer…,a very comprehensive and quick answer to a complicated question :)
Asociacion Adopereacu,RU,"Jul 18, 2024",5,Support config domain name from squarespace,"I recently had the pleasure of working with DigitalOcean's tech support team to resolve an issue I was having with my domain name and DNS. The issue was caused by a misconfiguration on my part, but the support team was very patient and helpful in guiding me through the process of fixing it. They were able to quickly identify the root cause of my issue and provide me with clear and concise instructions on how to resolve it."
Majid Fouladpour,AM,"Jul 18, 2024",5,Satisfied customer since 2015,I have been using DigitalOcean servers since 2015 and I have not been disappointed once in all these years. Their interface and concepts are very intuitive and using it is not considered a skill (as products should preferably be). I have no complaint regarding the responsiveness of the servers and the prices are very affordable.
Robert V,NZ,"Jul 16, 2024",5,The activation of the account was…,"The activation of the account was denied, the process to seek help was explained, I supplied further information as requested and the account was then activated"
Setia Official,KH,"Jul 16, 2024",5,The best one...Support Team are GREAT…,The best one...Support Team are GREAT !!!
Jack,UA,"Jul 16, 2024",5,All is good,Simple sign - up and clear control panel with docs and pricing plans
Emmanouil,GR,"Jul 16, 2024",5,Digital Ocean is one of the best cloud…,"Digital Ocean is one of the best cloud companies. Friendly support, and affordable prices. The best solution for developers!!!"
Gayle Everton,GB,"Jul 16, 2024",1,By far the worst hosting provider by…,"By far the worst hosting provider by far. I have had nothing but issues with this company. Their hosting promises good quality and a reliable service. This is NOT true. Slow load time. Database issues and failure to address issues raised. Phone calls by the sales manager and tech manager were ignored. Their customer support is shocking. Always blames the structure of the site. We then get this adjusted and the speed and bugs are still present. Then somehow it's all fixed. Magically you say has nothing been done. Then a week later its back so rubbish. It's like you have a button in the back you press to make it work. You have cost me thousands in lost orders, downtime and simply hosting the site but providing a substandard service. I have asked for compensation this has been ignored. I hope you as a company crash and burn !!! Really do hate you. Since this, I have moved to another provider with half the cost and my god the speed is amazing, and low and behold all the bugs are magically gone. DO NOT USE UNLESS YOU WISH YOUR BUSINESS TO LOSE THOUSANDS. YOU WILL REGRET USING DIGITAL OCEAN"
