name,country,date,review_score,review_header,review_body
Johnathon Tuke,GB,"Jan 20, 2023",1,Was given 100 Euro trial for 30 days - Ended badly,"Was given 100 Euro trial for 30 days. After 24 hours I was asked to prove my identity, which I did via their automated service. That failed, I was then asked to provide the same information to their team via email. Before I got a chance to do this, my account was banned and I am now being told my account will remain banned and they cannot provide me with details as to why my account has been banned. Service was great until they banned me for no reason. Not a company I would be comfortable dealing with in the future."
Isa,NL,"Jan 6, 2023",2,Too expensive to have this many bugs and issues,"Scaleway used to be quite affordable, which allowed you to overlook the weird issues and struggles sometimes. But nowadays their prices are not competitive any more while all the issues remained! Their VM instances (especially the cheaper DEV machines) are so insanely slow, but they're priced at similar prices as premium providers. A 4GB machine gives you 3.5GB usable ram, which is unacceptable that 0.5GB is lost due to ""VM overhead"" (No other provider lets you take this hit!). Their S3 offering is somewhat ok but absolutely not compliant, multipart uploads do NOT work unless your tooling understands their weird process for handling these. I would absolutely stay away from scaleway nowadays, unfortunate what happened to them."
Josiah Bennett,ID,"Dec 27, 2022",1,You're stuck if you use it,Expensive costs and unexpected problems pop up unnoticed. Digitalocean is better.
Allan Masambu,KE,"Dec 7, 2022",1,Selling unavailable services. SCAMMERS!!,The company bills customers for undelivered services. They billed my credit card for services they never made available to me and went ahead and overbilled more than the service cost. They have the worst support system ee.g.Morisson Bachir. Very rude and unprofessional. Try this company at your own risk.
Tanzil Hussian,PK,"Dec 4, 2022",5,One of the best provider using from…,One of the best provider using from years
George,RO,"Nov 29, 2022",1,All was OK until the server started having segmentation faults.,"All was OK until the server started dying with segmentation faults all over. In their expert opinion, as long as you can connect to SSH, the server is in working order, so you can't get a refund for the month, nor will they change RAM/SSD. SSD's SMART was showing 70 at life span. When terminating the server, AFTER you click on ""terminate"" they will show you a text that they will charge you for the next month's service because you didn't notify them by the 20th of the month... Also, they started cheap and prices went up by 50% since I first found them. AVOID"
George Ciobanu,RO,"Oct 31, 2022",1,"M1 Cloud service is ok, but they ask you for sensitive personal data in order to use it.","The Mac M1 cloud service is good and ok in regards to pricing. However, I was only able to use it for 5 hours and then they locked my account asking for proof of identity. Please note that the identity verification was optional in the dashboard. They asked me for a photo of my ID and a selfie of me holding my ID via email (again huge concern). Never have I ever been asked for such information from Amazon, Google, Heroku, Azure etc. I was just using the M1 with Xcode and they mentioned that my account was locked due to a ""potential security issue"" and an ""an inconsistency in your account details"", therefore ""for security reasons we need to identify you as the owner of the personal and banking data you have saved on this account"". I asked them to kindly further explain the inconsistency that they found and they refused ""Due to internal security and privacy reasons, we cannot share the detailed information that lead to this decision"". Absolutely outrageous, they expect the customer to send them personal information (ID, selfie, address), and they refuse to explain why. I think they just want you to have a taste of their services and then just lock you out of your account until you provide your data, because I've seen lots of users complaining about this. Had I not saved my work, it would've been lost and kept for ransom (my personal info). So that's the end of my experience with Scaleway and will not return as a customer. Thanks!"
Sebastien Saletes,FR,"Oct 19, 2022",1,"Lot of bugs, Not production ready","I hate to say it because I'm french and it's a french company but stay away from this provider, particularly all the storage services. Their services are not production ready and it had disastrous impact for our company. If you doubt, just go on their slack channel and look at what users are experiencing."
Homer,TR,"Oct 18, 2022",1,Scaleway is charging for unused service,I tried to use a mac instance. After creating the instance I always received errors and I couldn't use the mac instance. I contacted support and the support couldn't help me. I retried again later and had the same issue. I contacted the support and the support told me that I had to verify my identity in order to use the service. I asked them why they didn't tell this to me before. If I knew that I have to verify my identity I wouldn't have started any instance in the first place. I think they are misleading customers.
webdev,FR,"Sep 20, 2022",1,scammers company,"I rend a mac from them. it was a bad experience virtual mac was very slow and the support not answering, I just lost my money also they force you to submit your government ID and verify your credit card maybe they are scammers ."
Amar Dugonja,HR,"Sep 16, 2022",1,"Worst provider ever, don't waste your time!","This is the worst provider ever. I've bought Start-2-L server from them with specs: Intel® Xeon® D-1531, 32 GB, 2 x 250 GB SSD and 4 failover IPs. Firstly they don't support Proxmox 7, just Proxmox 6 which is outdated. But for Start-3-L which has same processor and just double disk they support Proxmox 7, nonsense. I've spent hours to upgrade Proxmox 6 to 7 and verify that's everything ok (ifupdown2, etc). After that, the ordered failover IPs are blacklisted, so forget to use them for mailing. And now the grand finale, disks are very slow. I've benchmarkd them when I purchased the server and they were normal and from one moment everything goes wrong with disks, and they don't even have parts to replace them. How can they fck up two disks with 1% of wearout??? I guess they regret for selling this server for 23.99€ / mo."
Yousef Amar,GB,"Sep 10, 2022",1,Stay far away,"I can only echo all the terrible reviews. Worst support I've ever encountered, they charged me for a server that I was never even able to connect to (technical issue on their side) and couldn't delete, even after they said they wouldn't, and wouldn't delete my personal data."
Andrew T,GB,"Sep 7, 2022",1,Continued billing despite requests to stop and account deletion,"Despite requesting the cessation of service and deletion of my account (on multiple occasions), Scaleway have continued billing me and threatened to send the debt to collections. I paid previously in good faith, but this is taking the Mickey. Absolutely dire support. Agents could not direct me to the services I had used nor how to cancel them, and seemingly can't suggest how to end the ""service""."
Konstantinos,GB,"Aug 26, 2022",1,Can’t really be worse than it is now,Can’t really be worse than it is now. Rock bottom
Brandon,US,"Aug 24, 2022",1,Sketchy,"Most unprofessional hosting company I've ever dealt with. If you're looking for long-term hosting, don't bother wasting your time with scaleway. Don't trust them with your personal information, don't trust them to be reliable for hosting. They will find any reason to get your ID (even though they say it's optional). I setup a server, and opened a ticket asking about merging both disks into a single volume. Their reply was ""This isn't possible"" (any linux user knows it is possible) that was the first red flag. Their support has no idea what they're talking about when it comes to server config. The next day I get a random email saying they noticed an ""inconsistency"" in my account information that's a ""security risk"" and would require me to verify my ID. the ""inconsistency"" is total bullsh**. My details are correct, and my credit card was verified days ago."
Zeeshan Abid,GB,"Jul 27, 2022",1,Do not Use!,Probably the worst provider I have ever used. - When registering If you have a gmail account you can't register as a company. - ID verification is not optional even though it says it is optional. - Their ID verification software / plugin is garbage. It works somewhat okay on ios but on android it wasn't able to focus properly for me to take the photo. - They can lock your service for no reason at any time. (e.g. if you don't provide ID verification)
Tom B,IE,"Jul 23, 2022",1,Their purchasing system its so…,"Their purchasing system its so confusing, no VAT, no info that prices are ex,VAT, no information abut system configuration, once is installed its over, you can't get refund, their support without any knowelage, response time in hours , copy paste messages,"
Jens Kirk,DK,"Jul 17, 2022",1,2 months to investigate a simple issue,"In ticket #EIMA-3700-FNXV is has so far taken support 2 months to investigate a simple issue with an error restoring from their Object Storage service using UpdraftPlus (the largest backup software for WordPress). No progress so far. They are still looking into it. Their Object Storage server also has an SSL mismatch reported by UpdraftPlus, but it is still uncorrected."
Maxime V.,CH,"May 31, 2022",5,I started my day well by accidentally…,I started my day well by accidentally deleting the block volume sustaining our production database. Thankfully the support team did everything they could and managed to save my day by restoring it in a timely fashion!
Anthony,US,"May 27, 2022",1,Requires way too much information for cheap VMs,"I signed up for this site as I needed a virtual Mac OS for a development course, and their rates were pretty good. After I signed up, I was greeted by a notice about ""quotas"" - the more that you verify about yourself, the more you would have access to. That's fair, so I provided and verified my credit card, and decided to not do the ""optional - upload your state-issued identification"" step, because that was just too far outside my comfort zone. I then saw I couldn't create any VMs because my ""quotas"" were too low. I spoke with customer support and as it turns out, uploading state-issued identification is NOT optional, and all accounts are expected to do it to rent ANY virtual machine - even those that are only 0.10 Euro per hour. I don't appreciate that I was lied to about this being optional. If I knew from the get-go, I wouldn't have provided and verified my credit card. There are no options to remove my payment method, so I now have to rely on support to do that for me. Don't waste your time. Sign up for a different site. If they lie to you about basic details, you shouldn't trust them with critical details."
Alexander Van Maele,BE,"Apr 11, 2022",1,"Support not very helpful, limited payment methods","Fairly okay experience with their S3 solution, it works although the user interface has some bugs. Unfortunately not so good experience with their support. There was an issue with my credit card, but support could not provide me with any details. They asked me to do things which were not possible in their UI, repeated these questions multiple times and at one point changed their language from English to French. While they were quick to reply, their replies were not helpful. I didn't feel like they were trying to help me, as much as try to meet some internal quota for ticket reply time. I was promised a reply from their ""expert team"", but I never got one. Eventually I resolved the issue myself. It is still unfortunate the only two payment methods are either credit card or SEPA. I think competitors like Hetzner and DigitalOcean offer PayPal, so that should be the minimum, but others like bank transfer should also be possible."
Martin J,CA,"Apr 7, 2022",1,"HORRIBLE, don’t even try this","I’ll keep it short. Signed up for their “pay-per-use” M1 mac. Used it for all of 2 hours total and left it alone. Tried deleting it only to find I had to wait at least a month. Tried removing my credit card from file only to find that you CAN’T remove your credit card on file if you have any service with them. A month later I got billed almost $100 CDN, nobody can explain to my why but apparently it’s “in the terms and conditions.” Filing complaint with the competition Bureau"
Tush B.,IN,"Updated Mar 28, 2022",1,CHEAP THINGS ALWAY GIVE CHEAP SERVICE,"We have Deployed the server and the owner added a Document for the verification. After 12 hours, our server was suspended and they simply told, me it has been done by Trust and Safety team. we invite you to check the existing conversation. I have asked them lots of times why did you reject the document. they never told rejection reason just they mentioned send us document once again. Don't know why they providing service like this but I understood one thing and learned a lesson. CHEAP THINK ALWAYS GIVE CHEAP SERVICE"
Sebastian Jung,GB,"Mar 13, 2022",1,Refuse to comply with GDPR request,This company refuses to comply to GDPR requests for account closure and deletion.
Voice Of Unheard,FR,"Updated Mar 10, 2022",1,worst experience DO NOT even think of…,"worst experience DO NOT even think of trying it. They take hours to reboot the server, you cannot take snapshot. you cannot get any help from support. the ssh seems to be working few minutes ago with private key , askes password with no change in sshd config. their support is non existent. Takes almost an hour to install an ubuntu in a server haha they are joke in the name of cloud service provider"
Linus,SE,"Updated Mar 3, 2022",1,They killed my server,"This relates to what is listed on the Scaleway status page as ""[AMS1] Power issue in AMS1 Hall 2"". Links are not allowed in reviews, but the incident id is jtw3cwktbry7. What the status page report leaves out is that all of the ""anomalies"" were actually servers killed by what I can only assume to be a power surge of some sort. After a 26 hour delay I was finally told by support that my server was dead with no recovery possible, or at least, no recovery that they were willing to do. In return, they gave me a refund for the month of February, and that was it. edit: In addition, when withdrawing my server from service they failed to cancel an added charge that was directly tied to the server. Despite my request, they refused to cancel the invoice. Do NOT give this company a chance."
Jack Quinn,ES,"Feb 24, 2022",1,Scammers,"if i could i would give them 0 stars. scammers they close accounts for no reason, they want to send them copies of an identity document. if you want to know about the reason for closing your account. it doesn't suit"
Ö.Faruk KAYA,TR,"Jan 22, 2022",1,My server is down for 2 days,"My server is down for 2 days, they don't reply to support requests"
Roelof Schuiling,NL,"Jan 21, 2022",1,Files lost from Scaleway's Glacier storage,"I tried Scaleway's Glacier storage. Unfortunately, when I wanted to download some of my files, they could not be restored from Glacier. Support was inadequate, providing inaccurate communication and taking almost a month to restore the files. I do fully NOT recommend Scaleway."
Denor,CZ,"Jan 20, 2022",5,"Helpful customer support, good service",Helpful customer support that recovered my missing file in the Object Storage. Cheap and reliable service.
Andrea,AL,"Jan 16, 2022",1,There is no support,"There is no support You can try whichever method of communication and it will not work out , the team is irresponsible for their own mistakes , they do not offer compensation , they do not care if your servers are offline for their mistake , they do not care if you wait days for a response , if you are okay with this , go ahead and buy servers in scaleway , good luck"
Redon,AL,"Jan 15, 2022",1,I have been with Scaleway since more…,"I have been with Scaleway since more than 3 years , prices were great , started slowly getting more and more expensive without upgrading the quality , the customer support once was good and prompt , now it is just a bunch of newbies which delay the responses and when they respond , they dont fix anything. It was once a good company , but for new customers i would advise to go elsewhere , it is no longer worth it , i paid them thousands over years , it s just not worth the headache anymore . And the billing system sucks ."
Eric Depierre,FR,"Jan 15, 2022",1,- They stopped the server suddenly…,"- They stopped the server suddenly without any prior notifications because of a payment issue.... - Impossible to reach client support, only by message, they take ages to reply.. - They are taking hours to restore the server !!! STAY AWAY AT ALL COST I'll switch once server is up"
...,RO,"Jan 10, 2022",1,Can not be trusted. Stay away.,"- They constantly raise prices on the same active services, even though computing technology evolves; - They have exploitable server configurations (like 777 on /etc); - Very bad support, with huge waiting times; - Not trustworthy in their promises or ideals (like the huge failure as cheap cloud ARM provider as it was planned at the beginning)."
F.,BE,"Dec 15, 2021",4,"Good enough, with a few caveats","I'm kinder on Scaleway than I'd be on a provider such as GCP, because they are much smaller and trying to do things differently. Yes, the UI isn't the best, they're still coming up with new products, etc. But hey, it's a business trying to position itself as more ethical than most! And so far the experience has been pleasant: we've relied on their customer support twice (plus a few uses of their Slack) and our issues were solved. The specific negatives I've experienced are: - Private networks are per-location, but some other components are per-region. So we can't protect Object Storage by locating it inside a VPC. I guess that makes sense, but it's not ideal. - Managed databases couldn't be part of a private network. They actually changed this recently, but by that point I had given up on private networks altogether. - Instance-to-instance traffic in private networks could be much better. Some providers go beyond gigabit speeds. - Object storage stopped working for a few days due to a change in the signing algorithm, but we weren't notified. The team mitigated the issue after a week or so, but I would've liked to know that it might be coming. I ended up upgrading to S3's v4 signing algorithm to solve the problem on our end. - IPs can't be assigned between objects of different types. This is a reasonable shortcoming, but it meant I couldn't simply point a Public Gateway's IP to an instance, and had to update DNS as well. - DHCP resolution in private networks was a bit spotty and/or the issue was with automatic mappings. I ended using manual NAT and mapping things myself. - I still haven't managed to deploy their Docker-based automatic containers. The resources of the container are too limited to successfully deploy our Python containers. On the other hand, there's some nice positives: - Pricing is competitive. - The managed database has been flawless so far. Automated backups and failover nodes are nice and not as expensive as competitor's. - SSH performance is pretty good. I've used other providers where SSH is almost unusable as characters only show up after 1 second or more. - Migrating out of a private network was simple enough, as the instances acquired public IPs immediately and I was able to update DNS in real-time. So all in all, we're happy with them. That said, we are considering some of their competitors that share a similar stance (EU-based, ethical, renewable energy), because then we'd be able to finally centralize our entire infrastructure."
Thjis Maat,AT,"Dec 8, 2021",4,Scaleway is different from many similar…,"Scaleway is different from many similar providers, but I let you judge based on the rest of my review. I've been using their service for a few years now and I'm mostly happy. Fair amount of locations that is slowly growing, currently 5, affordable servers, tolerant as in obviously a smaller company than the big players, so when something happens it's relatively easy and fast to solve. Their object storage is a great alternative to aws s3, disk management on servers is easy, always hourly billing and reasonable plan sizes. Now to the negative, for the cheaper plans at least it doesn't seem to be much fail over, I once had a complete server crash on on of their ARM64 servers (no longer available it seems) and basically lost it, support where fast to inform me about it. Luckily with proper backup I was able to recreate it fast and it's cheap so it wasn't a big deal. Another negative aspect is the IPv6 implementation, which seems to be DHCP, that means, for every reboot of your server, you might get a new IPv6 address. IPv4 is tied to the server tho and multiple addresses are supported. Just thought it's an odd configuration choice. I recommend Scaleway if you look for something cheap, knows what you're doing and have proper backup so that you could restore quickly if anything goes wrong."
Bogdan,LU,"Nov 26, 2021",1,Absolutely horrible company,"Absolutely horrible company. Even before starting my project they put me through so much scrutiniy and verificationm like I was some kind of thieve. I am a SOFTWARE ENGINEER for 25 years, never seen this kind of verification in my life for a cloud provider. ABSOLUTELY DO NOT GO WITH THEM."
İsmail Kaymaz,TR,"Oct 7, 2021",1,Children run this company,Children run this company. Do not work with this company! This company is very bad. Worst company I've ever seen.
Jacob Gorm Hansen,GB,"Sep 14, 2021",1,A co-worker had setup a VM with them,"A co-worker had setup a VM with them, it stopped working when his credit card expires. I tried to set up a new credit card, but that failed their verification process and the VM stopped responding. I decided I no longer needed the VM and wrote them to tell them to delete our customer account and stop billing us. But they kept on billing us for months, happily charging the credit card that had failed in their own verification process! Despite my repeated requests to delete our account. I checked our account and nothing was runnning, and contacted support but they claimed I had unused IPs, though these were nowhere to be seen in their horrible UI. I consider this side a credit card scam and advise others to stay away."
IntegerUnderflow,DK,"Aug 22, 2021",5,Really solid infrastructure at a…,Really solid infrastructure at a ridiculously cheaper price compared to AWS. It's more bare bones but considering how much EC2 charge for similar instance its still amazing.
Paul Lambert,FR,"Updated Sep 29, 2021",5,Top !,"Excellent ! Public Cloud au top ! Un peu cher mais je fais avec ;c Support réactif, quoi dire de plus :)"
A. Voice,US,"Jul 22, 2021",1,Worst nightmare they hire id1ots at support desk,"Worst, nightmarish absolute cra..y servers and service one can find that I've seen in more than 30 years in IT industry. UI is fully buggy and creates WMs errors, then trying to create a new server from a snapshot and once done, you cannot shutdown the broken one and get billed all that time. Sending a ticket, they're supposed to shut it down from their side bur never get such after more than 24hours. After a few months of all that kind of sh... at that point I'd fed up and wanted a refund for a month of service. To make s story short, they apparently 'issued a credit' that's been applied to my account, however that was to be applied on the next bill and now they wanted me to still pay the bill (even though my server my websites in production was down) before they can re-activate the account. Stay away at all cost from these digital-bandits! (they're also 1diots, yep)"
Puck,FR,"Jun 30, 2021",5,The best French and EU hosting provider,"We've been using Scaleway for the past few years, it had it's problems at first, but they are now at a fully professional level of service."
noX,BG,"Jun 28, 2021",1,0 anti-spam policies and abuse enforcement,"Scaleway are heaven for spammers. I keep receiving spam mails from DOZENS of websites, all of which are hosted on Scaleway. All of them are almost the same, with only the domain name being different. Scaleway offers no upload function for proof, when doing an Abuse report. They also forward your email address to the abuser (without your consent). Then they are content with ""the customer MANUALLY UNSUBSCRIBED YOU"". Excuse me, for sure i did NOT subscribe myself to 50 ""dating websites"" (quotes, because they are NOT dating sites, but scam). And then i keep receiving spam about ""local cute girls are looking for you"", or ""X messaged you""."
Maxence,FR,"Jun 20, 2021",5,Good french hosting company,"While I agree Scaleway had its bad days, the service is definitely getting better and better. If you're looking for a good european alternative, give Scaleway a try."
Alex,SE,"Jun 16, 2021",5,Nothing but positives,"I've been using several of Scaleway's offerings the past year. Dedicated servers, on-demand bare-metal, object storage, instances, you name it. I have also had contact with their support both over the phone and over email (and that is without paying for a dedicated support plan) and I have nothing but positive things to say. Add to that the fact that they're based in Europe, don't use Amazon/GCP but rather have their own datacenters. I just have one gripe which is that dedicated servers have their own panel separate from the ""cloud"" offerings."
Jerome B.,US,"Jun 14, 2021",5,I'm using Scaleway since few years now,"I'm using Scaleway since few years now, really good service, very good tooling around services, community and services channels on slack are a big plus."
Nuno,PT,"Jun 13, 2021",5,One of the best,One of the best cloud service providers I have used.
Michael Pohl,DE,"Jun 13, 2021",5,It's getting better and better,"Scaleway is one of the services I'm using since a couple of years now. In the beginning just a little bit to test them. They had some issues with older service instances which got stuck some time. Since their new pricing model and deprecation of older instances types everything is getting more reliable. S3 is working perfectly - just one small outage which got fixed fast. There is still room for improvement here for larger buckets, but it is being worked on. We will move more and more infrastructure to scaleway soon."
Sam,CH,"May 29, 2021",1,Arrogant ignorant Horrible customer…,"Arrogant ignorant Horrible customer support, i have had two accounts with them, and i closed all instances in both, but i was mistaken, one had one IP address active i believe, and i used to get bill every month, i contacted their support and provided my other account to check, they said it could be error, so ignore, after a year, i had to pay the bill for whole year. Their support people was so pathetic that they could not find my second account. I requested to refund money as it was not my fault, but i was surprised to see there bunch of arrogant people who started making fun and ""go to hell"" attitude. I would never ever use them again, worst experience."
Joan,ES,"Apr 19, 2021",1,They cheat costumer with a non real free tier account,They advertise a free tier account But it's not a real free tier account. It's quite possible that someane start using this platform and at the end of the month have a big bill because they information they give in their website is not clear. You use the free tier cloud account until you exceed the limits and then they charge you automatically. That's not a free tier account. I opened a ticket and staff really confirmed that there is no way to limit the monthly traffic or size of your storage. So be careful with this service.
Maria Visser,DE,"Apr 15, 2021",1,Scaleway is not even worth ONE star!!,"""You have sent an email to abuse ( a t ) online.net or abuse ( a t ) scaleway.com Your abuse report has NOT been processed and has NOT been transmitted to our abuse team."" This is the response when you report scams or phishings originating from their customers. This way they make it PURPOSELY almost impossible to file complaints. And that saves them time and energy. Especially older people who do not really understand these scams have no idea what they are talking about. I have taught my parents how to find the IP via e.g. WhoIs.com and how to send them the history of these scams. But that is how far they can go. Scaleway is not even worth ONE star!!"
Krait Meow,SG,"Mar 31, 2021",1,Terrible Customer Service,"They just locked my account for so called safety issues, and asked for identity check. Be aware of your privacy. Stay away from the trap here."
Envy Period,US,"Mar 1, 2021",1,i dont like because its no good.,
Jacob Smith,CA,"Mar 1, 2021",1,terrible,"terrible, 0 respect for data privacy"
Corentin,HK,"Feb 17, 2021",1,Questionnable business ethics,"They do not respect data privacy laws and their support is pretty useless. It replies super fast. But they can absolutely not help you about anything. They basically are super fast responders at saying ""can't help, sorry"". I have been trying to delete my account for 2 months but they are not complying and there is no way to delete it through the interface. I also can not delete my credit card information from their platform. The data privacy team simply does not reply to requests, you get 1 automated email saying they will review the case and then radio silence (for more than 2 months now, even though I emailed them many times and complained to the support). Overall a frustrating experience. I was onboarded with a specific price for specific services and then 3 months in they increased the prices significantly and invoiced me way more than what I was paying originally. Questionnable business practices overall. The tech is nice, the interface is nice and the servers work decently. But on the business/support side, it's a nightmare."
Artur,UA,"Feb 15, 2021",1,Literally the worst service,"Literally the worst service, you could possible imagine. Customer service speaks with some weird terminology that only they understand like MAGIC CODE which means verification. Like what? Blocked my account because I haven’t linked my card in 2 days and then purged it because I have logged from different ip. Support literally ignored my response to them to complete verification and I got a response after 2 days that they haven’t get any feedback from me. Total trash, warn you, the ceo of this service is the same as of Digitalocean which already has ruined reputation. Don’t even trust any data to them, its a russian roulette."
_LucaTheHacker,IT,"Feb 9, 2021",1,Always offline servers and bad support,"I've tried scaleway for more than a month, since the second day I had a giant problem, the network card gets deleted for no reason, and the causes are contained in their bad configurations, using other hostings the problem doesn't exist. Due to that my server was always offline, and the support didn't help. Would've never thought to say to a technician that VNC works locally and so doesn't need a working internet connection or that the rescue mode uses a different os. So, if you need uptime and decent support, scaleway is not a good solution for you, if you like unrelated answer to questions, downtime and madness, scaleway is the perfect hosting for you. Fun fact, with an always offline server, they issued an invoice."
HelloScaleway,DE,"Feb 6, 2021",1,Scaleway billing for not ordered local SSD Storage,"Hello, Scaleway is billing for not ordered local SSD Storage. Pleace check your billing for storage and IP if you have a Scaleway account. Today i had a chat with Scaleway about my billing invoice. It started when noticed a big increase in my billing invoice from scaleway since January the 1 untill now. I couldnt get why this increase was so great. So i removed everything which create costs on my scaleway account. Beside the snapshots. Of course they couldnt tell me why i was billed for this. You can read the scaleway Ticket which i uploaded in this message. Not only arnt they able to tell you what you ran, they also try to make you a fool by presenting odd answers like, ""do you know that youre not paiing for the storage occupied on one volume, but the whole used volume ?"" It would be hallirious if not sad. In the screenshots you can see that my Local SSD costs are increasing beside not having any ordered / active. I know that its not much money (Beside the 16.20€ i paid in January, what would mean that i used 550GB local SSD storage for one month. Which is extraordinary minding that i only created 3 Development instances using 180GB space. Also you can see that the big instances where created on 11.Jan. If you have a scaleway account, please check you local SSD and Network Billing I have uploaded the proof that no volumes were active, beside 2*80GB + 1*20GB snapshots, which are billed separately and cost 0,03€ during the time (8hours) of this chat / event. Which iam perfectly fine with Greetings"
Tuga,PT,"Updated Jan 4, 2021",1,Shady Billing Model - Stay Away,"Message from Support: ""We do not yet have a tool on the console to display the traffic used by your buckets. Your invoice allows you to see the traffic used, it is updated once a day."" Scaleway don't allow users to monitor the consumption of paid services such as the traffic of a storage buckets, something simply unacceptable. STAY AWAY from this type of company/billing or you have a very ""unpleasant surprise"" on your invoice."
Reon tots,AL,"Dec 4, 2020",1,The price does not justify the service…,"The price does not justify the service anymore , control panel is terrible and it is happening quite often to not be able to even log in to my account ! One more month to transfer my stuff and bye!"
Adam Alrajjoub,SE,"Dec 3, 2020",1,Fraudulent company!,
Chinnakit Jitarpornsawat,TH,"Nov 21, 2020",1,hell service,"hell service, my account has locked forever I'm trying many thing to verify identification gave the my id card document , my phone number I'm waiting for answer call but next day they said: your account is still locked and can't to change any thing it's very bad service , if you gave your document identification please be careful about your privacy Scaleway it's hell , I think this name is good for scaleway please said : ScaleHell"
Josh Jameson,IE,"Updated Nov 10, 2020",1,As cheap as chips but absolutly crap control panel.,"As cheap as chips but absolutely crap control panel. For over two years I used them for backups and mail server hosting. I had a few other servers with them that were used as web apps. GOOD: - Fast network for the price - DDOS was never an issue BAD: - It takes over 5 mins to STOP a VM? - Price hike in 2020. - They discontinued all their value servers, which is how they got popular. Now they want $$$ for a service which is quite frankly garbage. - Shutting down a server during low stock periods to do something like add a disk, means you won't be able to start the server again. This is because they immediately sell the server slot to someone else during the 10 mins it takes to stop and start the server from their awful control panel. - Restoring backups and snapshots is almost impossible. If you can manage to create a server that is in stock it will boot from the backup disk instead of the system drive. Support can't speak english so it's impossible to explain. - They have ""human bots"" on support to give the appearance of quick ticket responses, but any meaningful Support reply will be 24 hours++. Usually waiting that long is because their control panel is glitched. - During the 2years+ with scaleway I had a single abuse complaint on a Thursday evening. They gave 48 hours, disabling the server during the weekend. It took them 36 hours to respond to ticket to unlock the server. So they demand a single individual 48 hours during his time off work, but a whole company can't be bothered to reply for 36 hours. LOL. I couldn't even create a backup or snapshot while that server was in the locked state. They held my data hostage for a production website. Scaleway: I'm done. Price hike your way into irrelevancy for all I care. I tried to like your service because of the attractive price. With an expensive price... why am I using you? You are not production ready."
Funky Giblets,AU,"Nov 5, 2020",1,Dodgy AF company by the looks of it.,"Trying to use their site's contact form to report domains and emails being used for scams that all seem to lead back to Scaleway Their contact form says no domain found, despite entering the domains opening webpages. Same kind of errors the scam sites give you when you try to use their contact forms. (Have to enter a date, their own contact form software tells you the date format is invalid despite using their own format LOL) Trying to track down info on who is running these scam sites, just leads to more scam sites and email that seem to be connected to this company. Even trying to visit Scaleway's site your browser will give you a phishing warning. I'd recommend avoiding such a dubious looking company. Really get the impression a lot of involvement with potential criminal activity when it comes to them. They smell fishy as hell."
---,CZ,"Oct 18, 2020",1,Unfortunately,"Unfortunately, the company always stands on the side of large enterprises in disputes, NO MATTER who is right."
Stephane A,GB,"Sep 30, 2020",1,Awful Customer Service,"I have been with them for a few years and was happy with the service. However, they don't care about customers! After trying for some time to order a new server with higher specs, I finally gave up as it was never available and ordered a server elsewhere. All the data got migrated and I stopped using their server. I surely had in mind to get back to them as I was happy with their service. I tried contacting them via support for 2 weeks to get information about how to terminate my account but was not able to do so. Indeed, I could only have one active ticket for the server, which I didn't know and was not explicitly said. I finally managed to get through them and got explained why I couldn't create a ticket and how to terminate the account. However, I had passed the deadline by 1 day and had to pay for an extra month while not using the server. I wasn't happy with having to pay another month when they knew I wasn't using it and I had tried to contact them. The only answer I got was ""you could have phoned"". After having been with them for 4 years and planning to come back, this was very disappointing. I will surely never use them again."
Aleksandr S.,EE,"Sep 26, 2020",1,"This is beyond any norms, stay away from them.",This is beyond any norms. I'm getting ignored by Scaleway support guys for a week after receiving a false / misleading invoice from them.
lukas sp,DE,"Sep 23, 2020",1,Extremely bad service,"They deactivate your account after one day and then ask 100 questions which are not related to that topic. They give you multiple options to reactivate your account (by phone or ID card), but they will ask you to do both in the end. Support is extremely rude and can't understand anything. If you are searching for a decent hoster which won't ask for literally all of you private information and which has at least a little bit of experience and competence, choose another company."
Steve Stagg,GB,"Sep 9, 2020",1,Requested account closure over 1 year…,"Requested account closure over 1 year ago. It seemed like this request had gone through. Today, I received an email that someone as accessed my account without authorization (Looks like they leaked my credentials?). I find out I can still log in. The site just throws up paywalls on login, with no account information displayed (except my previous account deletion ticket). Re-request full account deletion, and now getting told to email different people to try to action. How hard is it to delete an account?"
Mike Wasgood,IT,"Updated Sep 5, 2020",1,Very bad services and assistance,"I think that in over 30 year of work in the I.T. field, this is the first time that I see a user assistance so bad. They totally ignore requests and sometimes a week pass without any action taken by them. We rented a couple of server a week ago and the servers are not fully functional after a week of tickets: they simply ignore the problems but, meanwhile, you have to pay. Another service that is very bad is the RPN-SAN. STAY AWAY FROM THIS SERVICE! We lost our data several time because of their incompetence, but the assistance said all the times that everything is ok (well, a SAN that give an I/O error on device, it's not ok for me, don't?) If you want to do business, don't rely on them. They are absolutely untrustable."
