name,country,date,review_score,review_header,review_body
Profit Secured FX,VE,"Jun 5, 2024",1,BAD COMPANY,"its impressive, i paid the service and after wait for a looong time and contact support they told me that my order has been cancelled for whatever reason, so basically they need to do a refund that takes days to get back into my card instead of just reject the payment at the start, so that's a very bad payment system, a complete waste of time. BAD COMPANY, DONT BE A CLIENT OF THIS GUYS."
Ö.Faruk KAYA,TR,"Updated Jul 1, 2024",1,a system managed by automation...,"a system managed by automation... There are support request pages but NO ONE answers... The ONLY problem with OVH is that there is no technical support. Also your prices are high, please be a seller who CARES ABOUT CUSTOMERS. I have been a customer for 10-15 years, there are alternatives for half the price, I will switch when my contract period ends account ID : ok47xx-ovh"
Ang Ragnarok,NO,"Jun 3, 2024",1,Unprocessed order. No response from the support.,Make an order for vps hosting and dedicated server. They instantly cancelled my order and put the funds on hold. They are not responding to any support tickets i sent. I have not heard any reason or any reply from them. It's been 4 days now. No response at all. Very unprofessional. Everyone should know about it.
Vincent,FR,"Updated Jun 18, 2024",3,Upgrading my hosting plan,"I received an email proposing the migration of my hosting to a more recent plan. It stated, ""It will keep the free domains included in your old plan."" I started the migration, and it explicitly stated, ""The free domains from your old plan will no longer be included."" So, I spent 15 minutes figuring out how to send a support request to explain this inconsistency. The support team responded: ""Thank you for your interest in our services. Here are the steps to follow from your client area to upgrade your web hosting plan..."" And they did not address the question at all. The issue was marked as ""Resolved."" The response email provided a link to the ticket... which does not work. Ticket number: CS9736186"
Severin Schmidt,DE,"May 29, 2024",5,Great service and the customer service…,Great service and the customer service is really understanding and open for negotiations. Overall the most professional server hosting company I have ever had the pleasure with. Have been a customer for 5 years.
Velimir Vuković,HR,"Updated May 29, 2024",1,They lost data stored on hosting,They lost data stored on hosting. What more to tell. They had one job and they failed. Don't use OVH service!!! Reply to OVH: Please explain why you lost data and why simple ftp upload don't work?
Rob Lambden,GB,"Updated May 29, 2024",1,Impossible to discover service capabilitites,"I run cloud infrastructure and have been looking to use OVH for additional capacity. I spoke to someone in their pre-sales team (in Spain) to clarify capabilities. They advised that I should email and they would ensure that specific questions were answered. I have sent several emails. I got one response at the outset saying that my queries were passed on, but nothing since (for more than 12 months) despite chasing. Note that as reviews must be within 12 months and I have been waiting for more than 12 months now I have put todays date. Update - OVH have responded asking for more information which is good. However they ask for details of the account I have with them, which completely misses the point that this review is regarding the failure to enable me to buy from them as I was unable to discover enough detail about their services to place an order. I have provided contact details to enable them to contact me to follow up."
William,GB,"Updated Jun 22, 2024",1,Support/billing is awful,I've used OVH and before then SYS for many years but now I would find it hard to recommend them. There support for billing issues is horrendous as you can't create tickets for pricing issues you have to contact sales not via a ticket and you only get 300 characters to explain your issue instead of using the ticket system like everyone else I would only ever recommend OVH servers if they are on a mega deal unless you are going to sit in contract while people pay lower than you and when you get out of contract they refuse to readjust the price of the server to what they current advertise. There pricing is cheap but it's a slap in the face to have to be paying more than new customers or be paying double than a customer who bought it on a deal. But just to reiterate the breaking point for me was when you refused to readjust my price to the new one after my contract (I was asking to match with the without commitment price just to be clear) I was told to contact sales not through tickets for some stupid reason only to have a ticket created and be answered by the same person who told me to contact sales. The reason this isn't 1 star is I've had no problems with the hardware or networking however the main thing when it comes down to is cost and to pay double what new customers and to be told to reorder my server instead of reducing my prices is unacceptable for a company of this size If you could help it would look elsewhere **Update do not give them credit for asking for more information nothing has been done and I have not been contacted
Filipe Azevedo,PT,"Updated May 23, 2024",1,Worst Company ever,Worst Company ever They emptied my server only a few days after my credit card got invalid. Updated: They sent one warning about the server deletion and deleted one day after.
ClydeNoIQ - From DarkVibes,PH,"May 21, 2024",4,OVHcloud Experience,"OVHcloud is the best provider for bare metal clouds, offering top-notch DDoS protection. Their services are reliable and powerful, making them an excellent choice for anyone needing secure and high-performing cloud solutions. We've been using their services for our game servers with thousands of players monthly. However, their customer support needs improvement. The response times are slow, which can be frustrating when urgent help is needed. Additionally, you have to pay for higher-level support, which can be a burden, especially for smaller businesses. Enhancing the basic support services would make OVHcloud even better."
WBTeam,US,"Updated May 22, 2024",1,"RAID issues, No Help after a day. Avoid Avoid","We had a error in hardware raid created ticket 1day no response. Followed up with more data still no response. We have over 100TB data cannot access because of this. Chat interface, phone call no one to help. No one should use this guys. ==> Their response below says they replied in time. Not true. Got a response after this review was posted (2 days). They replied asking for a question which was already send to them the first day. So all I got was a standard reply with no one reading my ticket content. I replied immediately and so far no answer. They are asking for hard drive serial but as the raid controller is bad I cannot even get to that step. Asked when can they intervene I said anytime as I cannot access any content. This was 14H ago. Still waiting for them to reply. Now 3rd day. We have lost countless customer."
laurent bruere,FR,"May 20, 2024",1,They sometime shut down my servers for nothing,again they have shut down my server despite several email to warn them the server was not hacked and was perfectly fine ( ArtsCad.com ) This is already the thrid time they shut down one of my server for nothing
A Fakhro,BH,"Updated May 19, 2024",1,WORST SERVER COMPANY,"UPDATE: One week has elapsed. The server is still down. Nothing has been done. The amazing aspect of their billing system is that on the my services page, 'Server' status shows 'Bill to Pay' (which means Due Now). When we click on 'View Service Details', it opens the 'Licences - Windows' page and shows 'Renewal due on 30 Nov 2024'. They actually asked me to pay this amount until I highlighted this internal billing error. After this, OVH has reiterated the fact that there is 'NO' technical issue and it is in fact an internal 'billing error'. These are their own words below: ""After further analysis, it seems like it is indeed an internal problem related to the Billing system. Since you are currently communicating with the Cloud technical team and we have very low impact/accesses on the Billing aspect. In that case, it would be better to discuss with the Billing team for that matter."" Pay careful attention to their response above. They are trying to portray that the technical team and billing team have no access or communication with each other. I understand that they are separate departments but from the same company. Instead of asking me to deal with the billing department, shouldn't they deal with each other internally and fix the matter? After almost a week, they have the time to send me a response and ask me to deal with their billing team instead of reactivating the server by any and all means possible. Questions: If there is no technical error, why is the server still down? If it is an internal billing error, why can't they rectify it and activate the server? Why is all this takings weeks? Who will compensate the business loss associated with this server outage? Again, I fail to understand one basic concept. Are not the cloud technical team and the billing team from the same company? Can't they coordinate with each other and fix the problem? When you order a dish at a restaurant, they are supposed to serve you the dish; Not inform you about the ingredients and how to prepare the dish. Even there is a problem with the dish, they fix it! Not tell you how they will fix it or ask you to do it yourself! I AM PAYING FOR A SERVICE AND I NEED THE SERVICE TO BE ACTIVE. ABSOLUTE DISASTER AND FAILURE. MY MORNING AND EVENING ROUTINE INCLUDES MESSAGING OVH. GOODBYE DEAR SERVER; ""Reposez en paix"" ________________________________________________ This is by far the WORST customer service and the WORST technical support. Their support is non-existent. Here are the details of this operation: Server check Date 2024-05-14 11:14:32 BST (UTC +01:00), Server check: Server hardware checked and no issues found. Issue seems to be due to billing robot not updating the server's state. This is the message we received. For two days, the server is still down. They have clearly stated that the server hardware is intact. Issue is clearly caused by their billing robot. Multiple Live Chats and service tickets later, its been over 48 hours. From what I have read here, I am one of the lucky ones. With no technical issue present, why has it taken them this long to reactivate the server, especially when the fault is theirs? Will they reimburse the losses? They also had the audacity to inform me to moderate my attitude. In line with most of the comments in this site regrading OVH's service, I also reiterate the fact that one must Give Respect and Take Respect! If you were in our place, facing losses due to server outage, and sending multiple service requests and conducting live chats without any result, your attitude would be far worse. Put yourself in the customer's shoes. From what we have seen on this site, we are not alone in this mess. It seems like you have tortured enough and more people with your extremely poor service. I already informed my business associates, who I recommended to start using OVH. I sent the transcript of my Live Chat to all 152 associates and convinced them to cancel their subscriptions. They all cursed me for pushing them to change to OVH. A server company, in this modern era of AI, cannot keep giving crap excuses and keep cheating loyal customers. One good thing is that their Billing Robot NEVER has any technical issues when it comes to deducting our charges monthly. I would request your inefficient team to assign this Robot to deal with all their customer issues. It is better than human beings, with robot like attitude and no power or knowledge to resolve any issues."
Paillat,CH,"Updated May 18, 2024",1,Ovhcloud is trying to bill me 147 Euros for nothing,"Ovhcloud is trying to bill me 147 Euros for a service they never provided. The reneval payment with my credit card did not come trough, because the credit card expired. I noticed it, and switched provider, because I did not want to stay with OVH anymore anyways. I also cancelled the service from their UI. BUT they thought that it was logical to bill me anyways. I do not recommend ovhcloud, their dashboard is also ugly and buggy, and support inexistent. EDIT 1: I did reply to the request, but could not see this reply first. I added a ticket number for a ticket I opened on this matter. EDIT 2: OvhCLOUD replied to my ticket without even bothering to read it, with just a tutorial on how to pay my bill. Apart from this being completely disrespectful, I still do not, see why I would have to pay a bill on a service ovhcloud themselves deleted and aknowledged having done so."
Pistol Pete,BE,"Updated May 15, 2024",1,No action on support ticket - again,"Second review in a short time: requested a domain transfer about 7 days ago, all formalities completed, nothing happens. Created a ticket to know why the transfer is not happening, no answer. Absolutely the worst web and cloud provider that exists, not one sense of respect towards their customers. Update 15/5/2024 Got an email fro support, mentioning a domain transfer timing that is completely different than the one mentioned before, and about three times slower than the worldwide standard. In addition, they had the arrogance to point me on the respectfulness of my mail: let me be clear: if you treat your customers without any respect over and over again, do not ask for respect. French company with an attitude and lousy service, the worst you can get!!!!!!"
Faste Recipe,LU,"May 14, 2024",5,Fast answer thanks for help,
Paweł Sawicki,KR,"May 11, 2024",1,Do not use OVH,"Technical support is non existent, they only redirect you to their guides rather than actually help you and of you want an actual help from their technical support you need to pay additionally. They do not have any system for blocking or recognizing spam, i receive dozens of phishing emails everyday and they do not have any way to install spam filters. I discourage you from using their services."
Paul Pacitti,ES,"Updated May 11, 2024",1,Slow slow and slow,"Slow slow and slow. Probably the worst hosting company I’ve ever dealt with. To be fair, the server is fine, however, when I needed to do a password reset, the system won’t send out an email to allow me to do that. But the support is bad, very slow, probably understaffed. You need to get that sorted asap."
David Kulpe,IL,"Updated May 9, 2024",1,technical wise,"technical wise, I'm very happy with them. but after several years of using their services for different clients, I made a mistake and used the wrong credit card for a service. OMG!!!! crazy guys.... cannot do refunds.. you wont believe the nonsense I had to read. I would recommand take your bussines somewhere else. espicialy if Tomas is on the Chat. Story continue, after I write this review I start getting emails from OVH regarding the issue, they chech the case blah... blah blah... this company doent know how to make a refund.. would u believe it? crazy people. again - STAY AWAY FROM THIEVES"
Raviv,US,"Apr 25, 2024",1,Very bad customer service,"Very bad customer service, as well as need to wait 3 weeks for BYOIP."
Fatima Lfasiya,ID,"Apr 25, 2024",1,Even 1 Star is too much for them.,Even 1 Star is too much for them. my server is down for more then 48 hours and they didn't do any action when i talk in livechat they only keep opening support tickets but no one reply to the tickets
João Pedro,BR,"Apr 24, 2024",1,"Several lost CPanel accounts from my clients, source codes, database, emails. Amateur Company","One of the worst companies I've ever had the disgrace of using, from one day to the next they corrupted my files and operating system, after 3 years using this company. Several lost CPanel accounts from my clients, source codes, database, emails. They defend themselves by saying that it was my fault for not paying for the backup package, not paying for premium support and that now it's over, that they are only ""machine suppliers"" and are not responsible for any system corruption issues. Before I went to sleep everything was running, I woke up with everything inaccessible and corrupted. I understand that this is 100% the fault of OVH, a company that came straight from hell to cause millions of losses to any of its customers."
Akash Roy,IN,"Apr 22, 2024",1,Disappointing Experience with OVHcloud's Domain Purchase,"I encountered a frustrating bait-and-switch pricing tactic at OVHcloud. Their .in domain initially advertised for just 99 rupees, ballooned to 724 rupees at checkout. Adding to the frustration, my first purchase attempt was halted by an ""internal issue,"" and the unpaid invoice then mysteriously vanished. This lack of transparency and reliability in pricing and technical performance from a known cloud services provider is unacceptable. Buyers, beware of hidden fees and unstable purchasing processes at OVHcloud."
Andrey E,DE,"Apr 22, 2024",1,No way to cancel subscription and get refund,- No way to cancel subscription - No way to get refund for unused resources - Unresponsive support
Ts D,IN,"Apr 21, 2024",5,Best vps highly recommended to buy this…,Best vps highly recommended to buy this servers from this company
Rubin Bastakoti,NP,"Apr 19, 2024",1,totally scam website.,"totally scam website. i paid for vps12$, the payement went and they canceeled my order and they are not even giving me the refund.. and arent even responding on support ticket. i hate them. fk them"
Lisa,IE,"Apr 17, 2024",1,Awful customer service,"I have purchased the service in less than 24h, I chatted with them 3 times, two of them made me wait a long time to answer me and close the chat after they send a answer with no time to answer back. I added an domain name in my order that wasn't processed. After not having anything working correctly, I chatted again and asked for a refund and was told ""I have already discovered the problem, we do not have a refund policy for company accounts, I am sorry that this is not the answer I expected."" This is madness I got this service less then 24h nothing worked and can't cancel and get a refund! I should have known better."
Shaun Smith-Roberts,MT,"Apr 13, 2024",1,Awful customer service,"Awful customer service, chat doesnt work server crashes more times than ive ever experienced, they have no respect for you as a paying customer... keep away from OVH, a terrible experience. really awful"
Isabelle Soete,BE,"Apr 10, 2024",5,Quick reply & help,Quick reply & help! Thank you
Raj Kapoor,GB,"Updated Apr 11, 2024",1,customer service is poor,"customer service is poor. they don't help. For some reason I stopped receiving my logging details after 7 times my account was blocked and I raised a dispute, they said I need to login and raise a dispute.....???? Any way I couldn't login so via the paypal email asked they refund me they refused, Went to paypal and pp also refused to give my money, I would recommend ppl using a credit card as you are covered. For some reason paypal don't cover you on this under the buyers protection. To date cant access a whole yrs service for 12usd which was for testing reasons. Good job I didn't take all my business over there. I would suggest people look for cloud computing which with support before and after you become a customer and a refund policy. If they don't have any avoid like OVH. It is also French company. Are u a joke would u like me to copy and paste the conversation on PayPal message boards??? This is why ur a bad company u ignore ppl. U don't know who says what. U customer reps are all freelancers and don't help. U might be a direct rep who knows nothing of what is happening in ur own business. My argument has been validated. Disgraceful company. How are u even still trading."
Egil,FR,"Apr 6, 2024",1,Horrible experience,"Horrible experience Chat does not work, and online orders for VOIP lines do not work. Worst of all; their online interface. Very complicated, obsolete and so old-fashioned. Very difficult to self-manage anything, because you cannot rely on their support team. Their phone support is a farce; just a recorded message, no actual support team. Run run run. Go somewhere else. Good experiences with Hostinger here."
Akin,TR,"Updated Apr 8, 2024",2,OVHcloud Failure to Register the Domain for 24 Hours,"Edit-Update: I contacted live support. And my money was refunded. The support team processed the cancellation and refund in a short time. However, I could not buy the domain I wanted. And also there was no response to the tickets I opened. This is why I'm upgrading one star to 2 stars. Before: I wanted to buy a ccTLDs domain through OVHcloud. And I bought it. But even though I waited for a day, they could not transfer the domain. For a whole day! What happened next? Someone else bought it. I opened a ticket and it's been a day and they haven't back. I hope they refund the fee I paid for the domain. But paying the fee means nothing to me from now on. I will not use OVHcloud in any way. I do not recommend you to use it, especially when registering a domain!"
Extra Codes,MA,"Apr 5, 2024",1,The VPS service took a whole two week and…,The VPS service took a whole week and the latter says we can't give it to you and your money will be refunded within 21 to 30 days and this is considered a scam
Eric Sandlers,JP,"Updated Apr 8, 2024",4,Review Update,"First of all, i would to give -1 star because this company doesn't earn even 0 star but, unfortunately there was no such option and i gave 1 star. Anyway, extremely terrible company. Avarage ticket waiting time is about a week. Seems support center has only 1 employee. Guy named victor. However, this company is excellent if you have tons of times and money throw away. Stupid me, i paid one year in advance and now i can't cancel for refund because they no refund policy. So i have to use damn company for one year whether i want to or not. Never, never never i recommend this company to any one even to my enemy. [Review Update] After all troubles and waiting times, i have got overseas phone call from OVH and lady (name is Jennifer ) on the phone told me that she is going to help me whatever i need to make sure stability of my account. Honestly, i wasn't expecting that phone call it was pretty surprised me. Therefor, i am changing my experience 1 star to 4 stars."
Rinat Nafikov,ES,"Apr 2, 2024",1,Terrible company,"Terrible company. I stopped using their services a while ago, deleted everything from the account (it shows ""You have no services"") and still every month they charge me ~1 euro and no one can figure out for what services and how to cancel it."
Yassine,MA,"Mar 28, 2024",1,I've wanted to buy a Dedicated Server …,I've wanted to buy a Dedicated Server I signup and put my credit card they charge me 26$ and after that guess what? I've received an email in spam section said upload your documents for this cheap order should hold on for 48hrs to validate my document and another 48hrs for they setup server. I've been using other platforms for years and they haven't ask me for document or anything. The support useless can't do nothing they told me upload document and wait this 4 days to activate the server or cancel your order. This is a not professional company.
STANLEY LETTY FL PORTAL,NG,"Mar 26, 2024",1,I paid for Domain with this host,I paid for Domain with this host They said I should hold on for 48hrs to enable the domain to process & Activate. It’s been more that 48hrs it’s haven’t been active yet. No invoice from this host. I tried login into my Account after 48hrs to check the statue of the domain I bought. Seem like my acc has been deleted I couldn’t be login again or Even able to change passwords anymore. Pls avoid this host & all dis nice review. I email them & yet they are telling me that my email cannot be found on there server & I should contact from my acc. I have proof of the email notification & transaction I made on this host
Peter Ryan,AU,"Mar 22, 2024",1,Sold me an server with a banned IP.,Sold me an server with a banned IP. They had a huge block of IP's banned and they told me its my problem. DO NOT USE!
Wali Roashan,US,"Mar 21, 2024",5,Smooth migration to NSX-t,
Ali Hasanloo,DE,"Mar 19, 2024",1,1.support and delivering is awful and…,1.support and online chat is awful and you wont get any answers 2. I purchased 3 vps services and after 48 hours they cancelled my orders and there is no section or form for a refund. that's hilarious that they cancelled my orders because of fraud reasons! so you see they are stealing time and money from me now. I do not recommend this service never ever. you will loss time and money. and support is so awful.
magnus,IN,"Updated Apr 7, 2024",1,SCAM!!! NO REFUND AFTER 14 DAYS,"4/8/2024 LATEST UPDATE: BEWARE!!!!! THIS OVH SCAM WILL NOT REFUND YOU EVEN AFTER 14DAYS THEY STILL KEEP MY BALANCE NO REFUND!!! ========================== VERY NOT RECOMMENDED! UPDATE: Track order no. 16984884 I PAY AGAIN 3/18/2024 THE BALANCE DEDUCTED BUT THE ORDER FAILED AGAIN! THEY MAKE PAYMENT SO COMPLICATED! TOTALLY NOT RECOMMENDED FOR HOSTING!!! this is their cs (Bartosz) chat with me: Your order was cancelled by or valifdation team.We pride ourselves on our outstanding customer security records therefore we would like to confirm the information that you have provided, especially the identity of the billing contact. We would be grateful if you could send us the following documents as soon as possible to validate your order: For an individual account: - a proof of address (bank statement, utility bill dated in the last 3 months showing your name), - a copy of your ID (passport, national ID, driving licence or birth certificate) - a copy of the payment card used revealing the first six and the last four digits, - a copy of the payment card holder's ID, if different. If you have created a company account we also require: - Company registration documents (Linking the user to the company) You are more than welcome to blank/cover personal information from the photograph/scan such as your picture, ID number and any private information as we only need to see your name, date of birth and address. ========================== Track order no. 16984681 my payment success but my order declined Order declined Based on an analysis of your order and account data, we believe that these do not provide all the necessary guarantees in terms of transaction security. To process your order, pay for it and execute the contract, OVHcloud invites you to renew your purchase using another payment method. You can also contact one of our advisors via the help section of your account, to provide us with the information needed to complete the transaction. If not, this will not be taken into account."
Mohammed Rafeeq,GB,"Mar 18, 2024",2,"Support is Only Mon-Fri , Bad support when server did not reboot","Writing without prejudice I signed up with their dedicated servers. I installed the OS, installed cpanel and migrated my websites, and restarted the server the server does not boot up properly it booted in rescue mode only. This happened on a weekend, I promptly raised a support ticket. i waited for hours all i got was automated email telling a technician at the DC is looking into it , everything is fine problem is with your software. What, the OS was supplied with OVH and how can there be a problem with the OS. the customer service replied the same on monday telling all hardware is fine at our end, problem is with your software. The customer service works only Mon-Fri business hours. imagine an issue like above in production servers happens on a weekend ,we are left in the lurch . there was NO WAY to reach anybody. their chat feature is a automated bot which redirects to online documentation. For reference and authenticity of my review i have given below details for reference. what are we supposed to do when the machine boots up only in rescue mode ? will NOT recommend ovh Support ticket number CS9434855 NIC handle - rm1280295-ovh Customer code - 4541-2802-95"
Dragonox98,FR,"Mar 15, 2024",2,"Slow, not intuitive and delay too long","The website dashboard is horrible, not intuitive, slow, too much things and the delay to update the services are too long..."
Someone who is deceived,NL,"Mar 15, 2024",5,Wonderful and incredibly fast…,Wonderful and incredibly fast assistance Heartily recommend
AS,GB,"Updated Mar 24, 2024",1,I placed and new order for VPS and paid…,"I placed and new order for VPS and paid in full for two tears via paypal. We are opening a new office in SIngapor and so registered the account for the new office. I made the payment via London account. The order was cancelled. When I asked why this was they said ""wrong details and fraud???? I gave my London number for them to confirm the account but nothing. Now they said give correct real detail and re-order paying again? ALL the information was correct. The money was taken from account but they will not refund until 21 to 25 days after???? Please Please Please avoid this company. The chat support is so unhelpful. ***UPDATE**** Once again I did contact support via ticket in hope to get this issue resolved. Same usless reply. ONCE again I would avoid this company. Still no refund and money held with them."
Bashar Dlaleh,SY,"Mar 14, 2024",4,Reviewing a refund ticket,"Overall, the experience was good, you were nice and cooperative, however there are some things to point out for future improvement: 1. the process time was a little bit long, it took almost an entire month to finish a refund ticket for one service! 2. for some ticket updates I didn't receive emails which is bad because otherwise I would have to check the tickets page every day. 3. I asked for a refund for a wrong purchased server the same day I purchased it and yet I was charged for 11 days of use because it took you a whole week to reply to my ticket and tell me what to do."
Paschalis Panagiotou,GR,"Mar 9, 2024",1,I paid my subscription at 11 of…,"I paid my subscription at 11 of february and immediately after a problem created. I opened ticket. When they reached a solution after 25 days, they offered me to pay again the full amount of my subscription and said that in any other case, they would close my vps. I asked them to call me to discuss and reach an agreement but no one answered my ticket. Guys seriously avoid this company. The least that I can say is that they are amatures !"
Emmanuel,US,"Mar 9, 2024",1,Never had a smooth experience,"I handled many accounts for customers through the years. Their services never improved. There is always at least one thing going wrong, their support is horrible, everything you do in your account takes a ton of time (e.g.suppressing a folder linked to a web hosting, enabling ssl). Other companies do it in seconds. The portal is not user friendly at all, and slow."
VeryGG,VN,"Mar 8, 2024",1,My service is not provided,"My service is not provided, even though it's been more than 48 hours. And it show ""Cancel"" status in list order. No one answer support ticket. If the service cannot be provided, please refund the money. Track order no. 16957916 Ticket: CS9396753"
Daniel,IT,"Updated Apr 4, 2024",3,"The server is broken, but they deny the evidence.","I've been a customer for a long time and have significant experience managing servers. I'm not a novice when it comes to dedicated servers. I purchased a new server with an annual contract in November 2023. On December 26, 2023, we experienced a malfunction and subsequently had the server replaced. They provided a spare server, which they claimed had been recently tested. Since then, we've been experiencing frequent system freezes, occurring randomly every 3 to 20 days. We've encountered at least 6 freezes. Each time, the system freezes with the keyboard becoming unresponsive. During this period, my technical team thoroughly analyzed the operating system and the configuration of all installed software. We found no anomalies in the various logs analyzed. Additionally, we updated the kernel to the latest available version. We also hired an expert from outside the company to identify any possible software-level anomalies, but they found no evidence of software problems. Finally, following OVH's suggestion, we performed diagnostic tests on the server hardware using OVH utility in rescue mode. During the last test, the server crashed while diagnosing the CPU. It's important to note that these tests were conducted in rescue mode, confirming that the issue is not software-related. Given the above, we requested that OVH proceed with the repair or replacement of our server with a new unit as soon as possible. However, OVH's response was that there's no evidence of hardware failure. Despite repeated requests for proof of the hardware's condition, they never provided any evidence. Instead, OVH closed my ticket, accusing me of not wanting to deal with such failures and suggesting I switch to their cloud service, which costs three times as much. Furthermore, they closed the ticket in a manner that prevents me from reopening it to continue the discussion. This behavior is unacceptable for customer service. It's more like customer disservice. I would purchase a new server myself to replace the faulty one, but I'm bound by the terms of my annual contract. Before considering OVH's dedicated server service, I urge you to think not once, but ten times. If your server turns out to be faulty, they'll deny responsibility and stop communicating with you altogether. EDIT 07-03-2024 They requested my OVH details that I promptly provided, but nobody contacted me for a solution. UPDATE A server freezes multiple times with black screen and keyboard not responding and they responded that ""no problem affect the performance"". Performance is not an issue. The issue is that this server get stuck with keyboard not responding and black screen, therefore the off topic reply here is a proof of the poor service that I'm receiving. If they're technician are unable to find the problem it doesn't give them the right to deny the problem. Why should I accept apologize from a company that provide a poor service like that and deny the problem in front of my evidence? As I said I would buy a new server and reinstall from scratch again but I'm linked to an annual contract and I'm forced to keep paying for a broken server unless they propose a real solution like to enable me to transfer the annual contract to a new server What I can say. Stay away. EDIT 04/04/2024 After the bad review and few more complaints they offered me the solution to replace the server, however they moved the old disks to the new server and for me it isn't as replace the whole server. However how everything is working from more then 20 days without problem. I can't give 5 stars but only 3 instead of 1 because you provided me a solution only after have read the bad review and many other complaints on my side."
BizTransit BCZ,MY,"Mar 2, 2024",4,There's good and bad,"There's good and bad. For the price value, depending on the scope of hosting used, I would say they are good if they can remain priced so or cheaper will be better. Hosted on ovh's cloud as used on my company's websites for reference. thebestseocompanyever.com/ biztransit.com bcz.com okit247.com"
FARAH AL MRABET,FR,"Feb 27, 2024",1,Absence de service client,Absence de service client
A. S.,TR,"Feb 26, 2024",1,97 Days of Unresolved Support,"Due to an error caused by OVH, my ip addresses were showing missing days. I created a ticket about this issue, but the problem has not been resolved for 97 days. Instead of a simple invoice review and resolution process, I was constantly stalled. When I opened a different ticket and asked them to deal with the related support request, they closed the new ticket we opened by saying that we are already dealing with you. This is actually tantamount to insulting the customer. There is no solution to the problem for such a long time. And even though the problem is not solved, they respond as if they are mocking you. It is not possible to understand what kind of attitude this is. I have been an OVH customer for years. But I guess OVH does not want us as customers. There can be no other interpretation of this. This was not the case in the past. But lately the situation has deteriorated considerably."
jc,GB,"Updated Feb 29, 2024",1,"OVH and my stolen domain, don't trust them.","How ovh got to be so big is beyond me, it is seriously one of the most incompetent most awful company ever in the UK, every time I think it can't get any worse, then they go and surprise me, a few years ago I had a domain I was hosting with ovh that I spent lots of money on to promote and build up, this domain was stolen, it could only have been with inside help from ovh, I had over 11000 users at the time, that cost me sweat and blood, lots of sleepless nights. Nobody at ovh took responsibility for it, my ticket was just ignored then closed, in the end I gave up because I was tired and closed to a mental breakdown. Over 3 weeks ago, ovh took over £200 from my account because of their system malfunctioning, it took almost a week for them to respond to my ticket, so I opened a case against ovh on PayPal, but that took days for them to respond. I had to keep posting on twitter to get their attention, I then got a phone call from them with an apology and a promise that the money will be reversed within 5hrs, 4 days later and no money received, I asked on the ticket and on twitter, I got a reply saying I had to close the case against them first, I thought with past experience of ovh, not a good idea, so I phoned up PayPal to asked what to do,PayPal said I was right to contact them and that closing the case before resolution was a bad idea, that they advise against. Also 2 weeks after that I have received 2 emails from ovh asking me to close the case.I spoke to my bank on Tuesday about this, and they said I should follow PayPal advice on this too, but in the meantime they were glad I brought this to their attention. I have a feeling that I am not the only one that ovh has done this to, so I've sent details to my local trading standards, London trading standards, and also to the FCA, I will wait and see what happens with my correspondence with the 2 trading standards and FCA, but in the mean time, anyone with ovh issues should contact your local trading standards and also FCA, it's worth the effort, it's the only way that companies like ovh can be forced to do better if they want to trade in UK and in the EU, don't suffer in silence, and don't let ovh get away with it anymore. OVH has blocked me on twitter as of yesterday 23/02/2024, I also received an email yesterday saying one of my domain name with them was going up, registration cost is going up, I doubt if it's a coincidence. One of ovh support team member on twitter says it's nothing to do with him, some support! What is he or her answering support requests for? There should be a NO STAR option on trustpilot. And someone or people should gather all the other ovh previously reviews under their multiple previous names and put them together, I found 3 on trustpilot for ovh uk alone, all with crap reviews about ovh going back years and years, a leopard cannot change it's spots. Any OVH response to say they are sorry and that this is not their way is total lies. -------------------------------------------- in response to vinl at ovh reponse of duplicate refund, paypal says there is no reason for ovh not refunding me, because refunding me will automatically bring the case to a close, i know who i believe on this, ovh has been nothing but lies after lies, ovh went even feather to try and get my feedback here removed, everything i said in the review is all true, it happened as i wrote, my domain was stolen, ovh support ignored me a closed the case without help. ovh system malfunctioned and ovh double charged me over £200, i opened a ticket immediately a month ago now, ovh hasn't refunded. i have responded days ago to ovh ticket telling them i rather believe what my bank and paypal tell me about not closing the case at paypal. so ovhcloud, tell me what part you disagree with so everyone can know why you are trying to get the feedback i left with you on here removed? let everyone know, i've got a screenshot of this and other thing to take to my MP. i am also prepared to go to court to back up what i have said so far, there is a lot i have left out because of trustpilot rules, but i can and will reveal more if trading standards ask when they get back to me."
